id,buildingblock1_smiles,buildingblock2_smiles,buildingblock3_smiles,molecule_smiles,protein_name,binds
31696,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,CN(CC(F)(F)F)C(=O)CN.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=O)N(C)CC(F)(F)F)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31699,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,CN(CCN)C1CCOCC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCN(C)C2CCOCC2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31702,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,CN(Cc1ccco1)Cc1ccccc1CN,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccccc2CN(C)Cc2ccco2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31705,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,CN1C(=O)Cc2cc(CN)ccc21.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc3c(c2)CC(=O)N3C)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31708,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,CN1CC(CCN)CC1=O,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC2CC(=O)N(C)C2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31711,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,CN1CC(CN)CC1=O,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CC(=O)N(C)C2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31714,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,CN1CC2(CCC1CN)CC2.Cl.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CCC3(CC3)CN2C)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31717,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,CN1CCN(C(=O)CCN)CC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC(=O)N2CCN(C)CC2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31720,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,CN1CCN(C(=O)CN)CC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=O)N2CCN(C)CC2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31723,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,CN1CCN(Cc2ccc(N)cc2C(F)(F)F)CC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31726,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,CN1CCN(Cc2cccc(N)c2)CC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(CN3CCN(C)CC3)c2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31729,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,CN1CCN(Cc2ccccc2N)CC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccccc2CN2CCN(C)CC2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31732,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,CN1CCN(c2ccc(N)cc2F)CC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(N3CCN(C)CC3)c(F)c2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31735,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,CN1CCO[C@@H](CN)[C@@H]1c1cnn(C)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2OCCN(C)[C@H]2c2cnn(C)c2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31738,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,CNC(=O)C(O)CN.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(O)C(=O)NC)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31741,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,CNC(=O)COCCN.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCOCC(=O)NC)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31744,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(Oc3ccnc(C(=O)NC)c3)cc2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31747,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,CNC(=O)c1ccc(N)cc1F,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C(=O)NC)c(F)c2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31750,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)Cc1nc(N)sc1C,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc(CC(=O)OC)c(C)s2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31753,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1c[nH]c(C(=O)OC)c1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)nc(Nc2c(C(=O)OC)c[nH]c2C(=O)OC)n1,HSA,0
31756,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1c[nH]nc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)nc(Nc2n[nH]cc2C(=O)OC)n1,HSA,0
31759,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1cc(Cl)ccc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(Cl)cc2C(=O)OC)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31762,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1cc(Cl)nc(Cl)c1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)nc(Nc2c(C(=O)OC)cc(Cl)nc2Cl)n1,HSA,0
31765,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1cc(N)cc(F)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(F)cc(C(=O)OC)c2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31768,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1cc(N)cc(O)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(O)cc(C(=O)OC)c2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31771,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1cc(N)ccc1C,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C)c(C(=O)OC)c2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31774,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1cc(N)ccc1Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(Cl)c(C(=O)OC)c2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31777,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1cc(N)cs1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2csc(C(=O)OC)c2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31780,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1cc(OC)c(OC)cc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(OC)c(OC)cc2C(=O)OC)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31783,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1ccc(N)cc1C,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C(=O)OC)c(C)c2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31786,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1ccc(N)cc1O,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C(=O)OC)c(O)c2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31789,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1ccc2nc(N)sc2c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc3ccc(C(=O)OC)cc3s2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31792,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1cccc(N)n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(C(=O)OC)n2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31795,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1ccnc(N)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(C(=O)OC)ccn2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31798,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1ccsc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)nc(Nc2sccc2C(=O)OC)n1,HSA,0
31801,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1cnc(N)cn1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cnc(C(=O)OC)cn2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31804,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1cncc(N)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cncc(C(=O)OC)c2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31807,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1cnccc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccncc2C(=O)OC)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31810,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1cscc1N.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cscc2C(=O)OC)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31813,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1nc(Cl)c(Cl)nc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)nc(Nc2nc(Cl)c(Cl)nc2C(=O)OC)n1,HSA,0
31816,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1nc(N)sc1Br,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc(C(=O)OC)c(Br)s2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31819,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1nccnc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)nc(Nc2nccnc2C(=O)OC)n1,HSA,0
31822,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1occc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)nc(Nc2ccoc2C(=O)OC)n1,HSA,0
31825,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1sc(-c2ccc(Cl)cc2)cc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)nc(Nc2cc(-c3ccc(Cl)cc3)sc2C(=O)OC)n1,HSA,0
31828,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1sc(C)cc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)nc(Nc2cc(C)sc2C(=O)OC)n1,HSA,0
31831,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1scc(C)c1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)nc(Nc2c(C)csc2C(=O)OC)n1,HSA,0
31834,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1sccc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)nc(Nc2ccsc2C(=O)OC)n1,HSA,0
31837,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(=O)c1scnc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)nc(Nc2ncsc2C(=O)OC)n1,HSA,0
31840,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(C)(CCN)OC,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC(C)(OC)OC)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31843,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(CN)C1CCCOC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(OC)C2CCCOC2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31846,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(CN)C1CCOC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(OC)C2CCOC2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31849,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC(CN)CC(N)=O.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(CC(N)=O)OC)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31852,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC1(C(F)(F)CN)CCOCC1.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(F)(F)C2(OC)CCOCC2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31855,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC1(CN)CCC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2(OC)CCC2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31858,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC1(CN)CCOC1.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2(OC)CCOC2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31861,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC1(OC)CC(CN)C1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CC(OC)(OC)C2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31864,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC1CCC(CCN)CC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC2CCC(OC)CC2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31867,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COCC1(CN)CCCCC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2(COC)CCCCC2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31870,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COCCNC(=O)CN.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=O)NCCOC)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31873,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COCOCCCN,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCOCOC)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31876,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COC[C@H](CN)OC,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H](COC)OC)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31879,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COCc1ccc(N)cc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(COC)cc2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31882,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COCc1ccccc1CN,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccccc2COC)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31885,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,CO[C@@H]1COC[C@H]1n1cc(CN)nn1.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cn([C@@H]3COC[C@H]3OC)nn2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31888,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COc1c(F)cc(N)cc1F,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(F)c(OC)c(F)c2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31891,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COc1c(N)cccc1F,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)nc(Nc2cccc(F)c2OC)n1,HSA,0
31894,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COc1c(N)ncnc1Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)nc(Nc2ncnc(Cl)c2OC)n1,HSA,0
31897,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COc1cc(Br)ccc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(Br)cc2OC)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31900,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COc1cc(C#N)c(F)cc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(F)c(C#N)cc2OC)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31903,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COc1cc(C)c(N)cn1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cnc(OC)cc2C)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
31906,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COc1cc(CN)c(Br)cn1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(OC)ncc2Br)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
