id,bb1_smiles,bb2_smiles,bb3_smiles,molecule_smiles,protein_name,binds
24878,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1cc(Cl)ncc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cnc(Cl)cc2C)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24881,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1cc(Cl)nnc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C(C)=O)cc2F)nc(Nc2nnc(Cl)cc2C)n1,sEH,0
24884,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1cc(N)cc(Cl)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(C)cc(Cl)c2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24887,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1cc(N)ccc1F,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(F)c(C)c2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24890,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1cc(N)cnc1Br,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cnc(Br)c(C)c2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24893,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1cc(N)n(C(C)C)n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C(C)=O)cc2F)nc(Nc2cc(C)nn2C(C)C)n1,sEH,0
24896,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1cc(N)n[nH]1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(C)[nH]n2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24899,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1cc(N)ncc1[N+](=O)[O-],C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(C)c([N+](=O)[O-])cn2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24902,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1cc(N)ncn1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(C)ncn2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24905,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1cc(N)nn1C,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(C)n(C)n2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24908,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1cc(N)nnc1Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(C)c(Cl)nn2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24911,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1cc(O)ccc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(O)cc2C)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24914,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1cc([N+](=O)[O-])c(Cl)cc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(Cl)c([N+](=O)[O-])cc2C)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24917,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1cc([N+](=O)[O-])c(N)cc1Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C(C)=O)cc2F)nc(Nc2cc(Cl)c(C)cc2[N+](=O)[O-])n1,sEH,0
24920,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1cc2cc(CN)ccc2[nH]1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc3[nH]c(C)cc3c2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24923,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1ccc(C#N)cc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(C#N)ccc2C)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24926,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1ccc(C)c(CN)n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc(C)ccc2C)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24929,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1ccc(CN)c(Cl)n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc(C)nc2Cl)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24932,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1ccc(CN)c(OC2CCOC2)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc(C)cc2OC2CCOC2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24935,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1ccc(CN)n1C,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc(C)n2C)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24938,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1ccc(CN)nc1C.Cl.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc(C)c(C)n2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24941,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1ccc(Cl)c(N)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C(C)=O)cc2F)nc(Nc2cc(C)ccc2Cl)n1,sEH,0
24944,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1ccc(F)c(N)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C(C)=O)cc2F)nc(Nc2cc(C)ccc2F)n1,sEH,0
24947,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1ccc(N)c(CO)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C(C)=O)cc2F)nc(Nc2ccc(C)cc2CO)n1,sEH,0
24950,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1ccc(N)c(Cl)n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C(C)=O)cc2F)nc(Nc2ccc(C)nc2Cl)n1,sEH,0
24953,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1ccc(N)nn1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C)nn2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24956,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1ccc(S(C)(=O)=O)cc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(S(C)(=O)=O)ccc2C)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24959,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1ccc([N+](=O)[O-])c(N)n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C(C)=O)cc2F)nc(Nc2nc(C)ccc2[N+](=O)[O-])n1,sEH,0
24962,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1cccc(CCCN)n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCc2cccc(C)n2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24965,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1cccc(N)c1Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C(C)=O)cc2F)nc(Nc2cccc(C)c2Cl)n1,sEH,0
24968,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1cccc2oc(CCN)nc12.Cl.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCc2nc3c(C)cccc3o2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24971,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1cccc2sc(N)nc12,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc3c(C)cccc3s2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24974,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1ccnc(N)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(C)ccn2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24977,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1ccsc1CN,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2sccc2C)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24980,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(-n3cnc(C)c3)cc(C(F)(F)F)c2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24983,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1cnc(CN)o1.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ncc(C)o2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24986,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1cnc(CN)s1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ncc(C)s2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24989,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1cnc(F)c(CN)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C)cnc2F)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24992,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1cnc(N)s1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ncc(C)s2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
24995,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1cnc(O)c(N)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C(C)=O)cc2F)nc(Nc2cc(C)cnc2O)n1,sEH,0
24998,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1conc1CN,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nocc2C)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25001,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1csc(N)n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc(C)cs2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25004,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1cscc1CN,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cscc2C)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25007,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1n[nH]c(N)c1C,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C(C)=O)cc2F)nc(Nc2[nH]nc(C)c2C)n1,sEH,0
25010,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1nc(CCN)sc1C,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCc2nc(C)c(C)s2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25013,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1nc(CN)ccc1C(C)O.Cl.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc(C(C)O)c(C)n2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25016,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1nc(CN)oc1C.Cl.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc(C)c(C)o2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25019,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1nc(CN)sc1C,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc(C)c(C)s2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25022,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1nc(Cl)c(N)c(Cl)n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C(C)=O)cc2F)nc(Nc2c(Cl)nc(C)nc2Cl)n1,sEH,0
25025,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1nc(N)ccc1Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(Cl)c(C)n2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25028,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1nn(C)c2ncc(CN)cc12.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cnc3c(c2)c(C)nn3C)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25031,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1nn(CCN)c(C)c1Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCn2nc(C)c(Cl)c2C)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25034,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1nnc(N)o1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nnc(C)o2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25037,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1nnc(N)s1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nnc(C)s2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25040,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1nncn1CCCN.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCn2cnnc2C)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25043,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1nnsc1CN,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2snnc2C)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25046,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1sc(C)c(CN)c1Br.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2c(C)sc(C)c2Br)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25049,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cc1sc(CN)nc1C(C)C,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc(C(C)C)c(C)s2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25052,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cl.Cl.Cn1ccnc1Cn1c(CCCN)nc2c1CCCC2,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCc2nc3c(n2Cc2nccn2C)CCCC3)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25055,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cl.Cl.Cn1cncc1CN,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cncn2C)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25058,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cl.Cl.NCC#Cc1cccnc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC#Cc2cccnc2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25061,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cl.Cl.NCC(=O)NCCN1CCOCC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=O)NCCN2CCOCC2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25064,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cl.Cl.NCC(O)c1ccncc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(O)c2ccncc2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25067,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cl.Cl.NCC1(N2CCOCC2)CCOCC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2(N3CCOCC3)CCOCC2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25070,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cl.Cl.NCC1(c2ccncc2)CC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2(c3ccncc3)CC2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25073,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cl.Cl.NCC1CCN(C(N)=O)C1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CCN(C(N)=O)C2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25076,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cl.Cl.NCCC(=O)Nc1ccncc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC(=O)Nc2ccncc2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25079,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cl.Cl.NCCCN1CCNC(=O)C1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCN2CCNC(=O)C2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25082,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cl.Cl.NCCNC(=O)c1cnccn1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)c2cnccn2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25085,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cl.Cl.NCCc1nccn1C(F)F,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCc2nccn2C(F)F)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25088,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cl.Cl.NCCc1nnc2c(=O)[nH]ccn12,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCc2nnc3c(=O)[nH]ccn23)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25091,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cl.Cl.NCCn1cc(C2CC2)nn1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCn2cc(C3CC3)nn2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25094,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cl.Cl.NCCn1cccnc1=O,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCn2cccnc2=O)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25097,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cl.Cl.NCc1cc(=O)nc[nH]1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(=O)nc[nH]2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25100,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cl.Cl.NCc1ccc(O)c2ncccc12,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc(O)c3ncccc23)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25103,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cl.Cl.NCc1ccc2ccccc2n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc3ccccc3n2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25106,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cl.Cl.NCc1ccc2scnc2c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc3scnc3c2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25109,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cl.Cl.NCc1ccncc1C(F)(F)F,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccncc2C(F)(F)F)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25112,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cl.Cl.NCc1nc2c(F)c(F)ccc2[nH]1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc3c(F)c(F)ccc3[nH]2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25115,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cl.Cl.NCc1nc2c(s1)CCC2,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc3c(s2)CCC3)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25118,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cl.Cl.NCc1ncc[nH]1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ncc[nH]2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25121,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cl.Cl.NCc1ncccc1F,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ncccc2F)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
25124,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cl.Cl.NCc1nccn1-c1ccccc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nccn2-c2ccccc2)nc(Nc2ccc(C(C)=O)cc2F)n1,sEH,0
